# z    r(Mpc/h)
1.163387795931977386e+00 2.565891006268699584e+03
1.164388129376458858e+00 2.567427856342838822e+03
1.165388462820940330e+00 2.568963834641703670e+03
1.166388796265421801e+00 2.570498941842774911e+03
1.167389129709903273e+00 2.572033178623069034e+03
1.168389463154384744e+00 2.573566545659134135e+03
1.169389796598866438e+00 2.575099043627053561e+03
1.170390130043347909e+00 2.576630673202442722e+03
1.171390463487829381e+00 2.578161435060448639e+03
1.172390796932310852e+00 2.579691329875754036e+03
1.173391130376792324e+00 2.581220358322570064e+03
1.174391463821273796e+00 2.582748521074643577e+03
1.175391797265755267e+00 2.584275818805250310e+03
1.176392130710236739e+00 2.585802252187198064e+03
1.177392464154718210e+00 2.587327821892828069e+03
1.178392797599199682e+00 2.588852528594009527e+03
1.179393131043681375e+00 2.590376372962143705e+03
1.180393464488162847e+00 2.591899355668161661e+03
1.181393797932644318e+00 2.593421477382525154e+03
1.182394131377125790e+00 2.594942738775226189e+03
1.183394464821607261e+00 2.596463140515785653e+03
1.184394798266088733e+00 2.597982683273255134e+03
1.185395131710570205e+00 2.599501367716214190e+03
1.186395465155051676e+00 2.601019194512771264e+03
1.187395798599533148e+00 2.602536164330563679e+03
1.188396132044014619e+00 2.604052277836758549e+03
1.189396465488496313e+00 2.605567535698050051e+03
1.190396798932977784e+00 2.607081938580660790e+03
1.191397132377459256e+00 2.608595487150341341e+03
1.192397465821940727e+00 2.610108182072369800e+03
1.193397799266422199e+00 2.611620024011550413e+03
1.194398132710903671e+00 2.613131013632216309e+03
1.195398466155385142e+00 2.614641151598227225e+03
1.196398799599866614e+00 2.616150438572970870e+03
1.197399133044348085e+00 2.617658875219359288e+03
1.198399466488829779e+00 2.619166462199831585e+03
1.199399799933311250e+00 2.620673200176353021e+03
1.200400133377792722e+00 2.622179089810415917e+03
1.201400466822274193e+00 2.623684131763036930e+03
1.202400800266755665e+00 2.625188326694760235e+03
1.203401133711237136e+00 2.626691675265652520e+03
1.204401467155718608e+00 2.628194178135308448e+03
1.205401800600200080e+00 2.629695835962847013e+03
1.206402134044681551e+00 2.631196649406911092e+03
1.207402467489163023e+00 2.632696619125669258e+03
1.208402800933644716e+00 2.634195745776813055e+03
1.209403134378126188e+00 2.635694030017561090e+03
1.210403467822607659e+00 2.637191472504654485e+03
1.211403801267089131e+00 2.638688073894357331e+03
1.212404134711570602e+00 2.640183834842459873e+03
1.213404468156052074e+00 2.641678756004275783e+03
1.214404801600533546e+00 2.643172838034638971e+03
1.215405135045015017e+00 2.644666081587910867e+03
1.216405468489496489e+00 2.646158487317974505e+03
1.217405801933977960e+00 2.647650055878234525e+03
1.218406135378459654e+00 2.649140787921622177e+03
1.219406468822941125e+00 2.650630684100587132e+03
1.220406802267422597e+00 2.652119745067104759e+03
1.221407135711904068e+00 2.653607971472671579e+03
1.222407469156385540e+00 2.655095363968307538e+03
1.223407802600867011e+00 2.656581923204552368e+03
1.224408136045348483e+00 2.658067649831470590e+03
1.225408469489829955e+00 2.659552544498648331e+03
1.226408802934311426e+00 2.661036607855192415e+03
1.227409136378792898e+00 2.662519840549731725e+03
1.228409469823274591e+00 2.664002243230416752e+03
1.229409803267756063e+00 2.665483816544919591e+03
1.230410136712237534e+00 2.666964561140433489e+03
1.231410470156719006e+00 2.668444477663673297e+03
1.232410803601200477e+00 2.669923566760874110e+03
1.233411137045681949e+00 2.671401829077794446e+03
1.234411470490163421e+00 2.672879265259708973e+03
1.235411803934644892e+00 2.674355875951418966e+03
1.236412137379126364e+00 2.675831661797241395e+03
1.237412470823607835e+00 2.677306623441016654e+03
1.238412804268089529e+00 2.678780761526104470e+03
1.239413137712571000e+00 2.680254076695386630e+03
1.240413471157052472e+00 2.681726569591261523e+03
1.241413804601533943e+00 2.683198240855651875e+03
1.242414138046015415e+00 2.684669091129997923e+03
1.243414471490496886e+00 2.686139121055261512e+03
1.244414804934978358e+00 2.687608331271922452e+03
1.245415138379459830e+00 2.689076722419981706e+03
1.246415471823941301e+00 2.690544295138960933e+03
1.247415805268422773e+00 2.692011050067897941e+03
1.248416138712904466e+00 2.693476987845355779e+03
1.249416472157385938e+00 2.694942109109411376e+03
1.250416805601867409e+00 2.696406414497663263e+03
1.251417139046348881e+00 2.697869904647232488e+03
1.252417472490830352e+00 2.699332580194753064e+03
1.253417805935311824e+00 2.700794441776383337e+03
1.254418139379793296e+00 2.702255490027799169e+03
1.255418472824274767e+00 2.703715725584194843e+03
1.256418806268756239e+00 2.705175149080285337e+03
1.257419139713237710e+00 2.706633761150303599e+03
1.258419473157719404e+00 2.708091562428000998e+03
1.259419806602200875e+00 2.709548553546649600e+03
1.260420140046682347e+00 2.711004735139037166e+03
1.261420473491163818e+00 2.712460107837474879e+03
1.262420806935645290e+00 2.713914672273787801e+03
1.263421140380126761e+00 2.715368429079322595e+03
1.264421473824608233e+00 2.716821378884943897e+03
1.265421807269089705e+00 2.718273522321036126e+03
1.266422140713571176e+00 2.719724860017499395e+03
1.267422474158052648e+00 2.721175392603755881e+03
1.268422807602534341e+00 2.722625120708742543e+03
1.269423141047015813e+00 2.724074044960917945e+03
1.270423474491497284e+00 2.725522165988257711e+03
1.271423807935978756e+00 2.726969484418254979e+03
1.272424141380460227e+00 2.728416000877924034e+03
1.273424474824941699e+00 2.729861715993795315e+03
1.274424808269423171e+00 2.731306630391918588e+03
1.275425141713904642e+00 2.732750744697859773e+03
1.276425475158386114e+00 2.734194059536707755e+03
1.277425808602867585e+00 2.735636575533063478e+03
1.278426142047349279e+00 2.737078293311051766e+03
1.279426475491830750e+00 2.738519213494312680e+03
1.280426808936312222e+00 2.739959336706005615e+03
1.281427142380793693e+00 2.741398663568807478e+03
1.282427475825275165e+00 2.742837194704914054e+03
1.283427809269756636e+00 2.744274930736037277e+03
1.284428142714238108e+00 2.745711872283412504e+03
1.285428476158719580e+00 2.747148019967787150e+03
1.286428809603201051e+00 2.748583374409431144e+03
1.287429143047682523e+00 2.750017936228130111e+03
1.288429476492164216e+00 2.751451706043189915e+03
1.289429809936645688e+00 2.752884684473433026e+03
1.290430143381127159e+00 2.754316872137201244e+03
1.291430476825608631e+00 2.755748269652352974e+03
1.292430810270090102e+00 2.757178877636268680e+03
1.293431143714571574e+00 2.758608696705842249e+03
1.294431477159053046e+00 2.760037727477488716e+03
1.295431810603534517e+00 2.761465970567140175e+03
1.296432144048015989e+00 2.762893426590249874e+03
1.297432477492497460e+00 2.764320096161786296e+03
1.298432810936979154e+00 2.765745979896236349e+03
1.299433144381460625e+00 2.767171078407607183e+03
1.300433477825942097e+00 2.768595392309423460e+03
1.301433811270423568e+00 2.770018922214728263e+03
1.302434144714905040e+00 2.771441668736083102e+03
1.303434478159386511e+00 2.772863632485567905e+03
1.304434811603867983e+00 2.774284814074781934e+03
1.305435145048349455e+00 2.775705214114842875e+03
1.306435478492830926e+00 2.777124833216385923e+03
1.307435811937312398e+00 2.778543671989566064e+03
1.308436145381794091e+00 2.779961731044056705e+03
1.309436478826275563e+00 2.781379010989048766e+03
1.310436812270757034e+00 2.782795512433254771e+03
1.311437145715238506e+00 2.784211235984903851e+03
1.312437479159719977e+00 2.785626182251743558e+03
1.313437812604201449e+00 2.787040351841042593e+03
1.314438146048682921e+00 2.788453745359586719e+03
1.315438479493164392e+00 2.789866363413682848e+03
1.316438812937645864e+00 2.791278206609153585e+03
1.317439146382127335e+00 2.792689275551343599e+03
1.318439479826609029e+00 2.794099570845116432e+03
1.319439813271090500e+00 2.795509093094853597e+03
1.320440146715571972e+00 2.796917842904455938e+03
1.321440480160053443e+00 2.798325820877346359e+03
1.322440813604534915e+00 2.799733027616463460e+03
1.323441147049016386e+00 2.801139463724267443e+03
1.324441480493497858e+00 2.802545129802737392e+03
1.325441813937979330e+00 2.803950026453374448e+03
1.326442147382460801e+00 2.805354154277194993e+03
1.327442480826942273e+00 2.806757513874738379e+03
1.328442814271423966e+00 2.808160105846064198e+03
1.329443147715905438e+00 2.809561930790748647e+03
1.330443481160386909e+00 2.810962989307891803e+03
1.331443814604868381e+00 2.812363281996110800e+03
1.332444148049349852e+00 2.813762809453544833e+03
1.333444481493831324e+00 2.815161572277853338e+03
1.334444814938312796e+00 2.816559571066215085e+03
1.335445148382794267e+00 2.817956806415329538e+03
1.336445481827275739e+00 2.819353278921417314e+03
1.337445815271757210e+00 2.820748989180218359e+03
1.338446148716238904e+00 2.822143937786995593e+03
1.339446482160720375e+00 2.823538125336528083e+03
1.340446815605201847e+00 2.824931552423121502e+03
1.341447149049683318e+00 2.826324219640598585e+03
1.342447482494164790e+00 2.827716127582304580e+03
1.343447815938646261e+00 2.829107276841105431e+03
1.344448149383127733e+00 2.830497668009388690e+03
1.345448482827609205e+00 2.831887301679062148e+03
1.346448816272090676e+00 2.833276178441557022e+03
1.347449149716572148e+00 2.834664298887824316e+03
1.348449483161053841e+00 2.836051663608337549e+03
1.349449816605535313e+00 2.837438273193091845e+03
1.350450150050016784e+00 2.838824128231603481e+03
1.351450483494498256e+00 2.840209229312910338e+03
1.352450816938979727e+00 2.841593577025574632e+03
1.353451150383461199e+00 2.842977171957679275e+03
1.354451483827942671e+00 2.844360014696829239e+03
1.355451817272424142e+00 2.845742105830151104e+03
1.356452150716905614e+00 2.847123445944295781e+03
1.357452484161387085e+00 2.848504035625437155e+03
1.358452817605868779e+00 2.849883875459269802e+03
1.359453151050350250e+00 2.851262966031011729e+03
1.360453484494831722e+00 2.852641307925403908e+03
1.361453817939313193e+00 2.854018901726711647e+03
1.362454151383794665e+00 2.855395748018720951e+03
1.363454484828276136e+00 2.856771847384744433e+03
1.364454818272757608e+00 2.858147200407617220e+03
1.365455151717239080e+00 2.859521807669694681e+03
1.366455485161720551e+00 2.860895669752860613e+03
1.367455818606202245e+00 2.862268787238520417e+03
1.368456152050683716e+00 2.863641160707602012e+03
1.369456485495165188e+00 2.865012790740559922e+03
1.370456818939646659e+00 2.866383677917373006e+03
1.371457152384128131e+00 2.867753822817541732e+03
1.372457485828609602e+00 2.869123226020093171e+03
1.373457819273091074e+00 2.870491888103579640e+03
1.374458152717572545e+00 2.871859809646075973e+03
1.375458486162054017e+00 2.873226991225184065e+03
1.376458819606535489e+00 2.874593433418030145e+03
1.377459153051017182e+00 2.875959136801266141e+03
1.378459486495498654e+00 2.877324101951066041e+03
1.379459819939980125e+00 2.878688329443134080e+03
1.380460153384461597e+00 2.880051819852697463e+03
1.381460486828943068e+00 2.881414573754508638e+03
1.382460820273424540e+00 2.882776591722848934e+03
1.383461153717906011e+00 2.884137874331522198e+03
1.384461487162387483e+00 2.885498422153861156e+03
1.385461820606868955e+00 2.886858235762722870e+03
1.386462154051350426e+00 2.888217315730492373e+03
1.387462487495832120e+00 2.889575662629081307e+03
1.388462820940313591e+00 2.890933277029927012e+03
1.389463154384795063e+00 2.892290159503993436e+03
1.390463487829276534e+00 2.893646310621775228e+03
1.391463821273758006e+00 2.895001730953290007e+03
1.392464154718239477e+00 2.896356421068084728e+03
1.393464488162720949e+00 2.897710381535235229e+03
1.394464821607202420e+00 2.899063612923341225e+03
1.395465155051683892e+00 2.900416115800535408e+03
1.396465488496165364e+00 2.901767890734474804e+03
1.397465821940647057e+00 2.903118938292346684e+03
1.398466155385128529e+00 2.904469259040864472e+03
1.399466488829610000e+00 2.905818853546273658e+03
1.400466822274091472e+00 2.907167722374344066e+03
1.401467155718572943e+00 2.908515866090379404e+03
1.402467489163054415e+00 2.909863285259208169e+03
1.403467822607535886e+00 2.911209980445191832e+03
1.404468156052017358e+00 2.912555952212216653e+03
1.405468489496498830e+00 2.913901201123703686e+03
1.406468822940980301e+00 2.915245727742600138e+03
1.407469156385461995e+00 2.916589532631385282e+03
1.408469489829943466e+00 2.917932616352066361e+03
1.409469823274424938e+00 2.919274979466182685e+03
1.410470156718906409e+00 2.920616622534803810e+03
1.411470490163387881e+00 2.921957546118529081e+03
1.412470823607869352e+00 2.923297750777490819e+03
1.413471157052350824e+00 2.924637237071347954e+03
1.414471490496832295e+00 2.925976005559296482e+03
1.415471823941313767e+00 2.927314056800058552e+03
1.416472157385795239e+00 2.928651391351892926e+03
1.417472490830276932e+00 2.929988009772584519e+03
1.418472824274758404e+00 2.931323912619454404e+03
1.419473157719239875e+00 2.932659100449354810e+03
1.420473491163721347e+00 2.933993573818668665e+03
1.421473824608202818e+00 2.935327333283313692e+03
1.422474158052684290e+00 2.936660379398738769e+03
1.423474491497165761e+00 2.937992712719926203e+03
1.424474824941647233e+00 2.939324333801393095e+03
1.425475158386128705e+00 2.940655243197184973e+03
1.426475491830610176e+00 2.941985441460886705e+03
1.427475825275091870e+00 2.943314929145612041e+03
1.428476158719573341e+00 2.944643706804012709e+03
1.429476492164054813e+00 2.945971774988269772e+03
1.430476825608536284e+00 2.947299134250104089e+03
1.431477159053017756e+00 2.948625785140766311e+03
1.432477492497499227e+00 2.949951728211044156e+03
1.433477825941980699e+00 2.951276964011259679e+03
1.434478159386462170e+00 2.952601493091269276e+03
1.435478492830943642e+00 2.953925316000466410e+03
1.436478826275425114e+00 2.955248433287777516e+03
1.437479159719906807e+00 2.956570845501667463e+03
1.438479493164388279e+00 2.957892553190134095e+03
1.439479826608869750e+00 2.959213556900713229e+03
1.440480160053351222e+00 2.960533857180475934e+03
1.441480493497832693e+00 2.961853454576032163e+03
1.442480826942314165e+00 2.963172349633525300e+03
1.443481160386795636e+00 2.964490542898638068e+03
1.444481493831277108e+00 2.965808034916588440e+03
1.445481827275758580e+00 2.967124826232133273e+03
1.446482160720240051e+00 2.968440917389565129e+03
1.447482494164721745e+00 2.969756308932717275e+03
1.448482827609203216e+00 2.971071001404958224e+03
1.449483161053684688e+00 2.972384995349195378e+03
1.450483494498166159e+00 2.973698291307875479e+03
1.451483827942647631e+00 2.975010889822983245e+03
1.452484161387129102e+00 2.976322791436040916e+03
1.453484494831610574e+00 2.977633996688113257e+03
1.454484828276092045e+00 2.978944506119799826e+03
1.455485161720573517e+00 2.980254320271243614e+03
1.456485495165054989e+00 2.981563439682124681e+03
1.457485828609536682e+00 2.982871864891664700e+03
1.458486162054018154e+00 2.984179596438624230e+03
1.459486495498499625e+00 2.985486634861305902e+03
1.460486828942981097e+00 2.986792980697549410e+03
1.461487162387462568e+00 2.988098634484740160e+03
1.462487495831944040e+00 2.989403596759801530e+03
1.463487829276425511e+00 2.990707868059197153e+03
1.464488162720906983e+00 2.992011448918935912e+03
1.465488496165388455e+00 2.993314339874564212e+03
1.466488829609869926e+00 2.994616541461174620e+03
1.467489163054351620e+00 2.995918054213398591e+03
1.468489496498833091e+00 2.997218878665409648e+03
1.469489829943314563e+00 2.998519015350928839e+03
1.470490163387796034e+00 2.999818464803213374e+03
1.471490496832277506e+00 3.001117227555068894e+03
1.472490830276758977e+00 3.002415304138841748e+03
1.473491163721240449e+00 3.003712695086422627e+03
1.474491497165721920e+00 3.005009400929245203e+03
1.475491830610203392e+00 3.006305422198287943e+03
1.476492164054684864e+00 3.007600759424074568e+03
1.477492497499166557e+00 3.008895413136671323e+03
1.478492830943648029e+00 3.010189383865689706e+03
1.479493164388129500e+00 3.011482672140287832e+03
1.480493497832610972e+00 3.012775278489166340e+03
1.481493831277092443e+00 3.014067203440573849e+03
1.482494164721573915e+00 3.015358447522303322e+03
1.483494498166055386e+00 3.016649011261694795e+03
1.484494831610536858e+00 3.017938895185631281e+03
1.485495165055018330e+00 3.019228099820547413e+03
1.486495498499499801e+00 3.020516625692419439e+03
1.487495831943981495e+00 3.021804473326774769e+03
1.488496165388462966e+00 3.023091643248683795e+03
1.489496498832944438e+00 3.024378135982766707e+03
1.490496832277425909e+00 3.025663952053192588e+03
1.491497165721907381e+00 3.026949091983676226e+03
1.492497499166388852e+00 3.028233556297479481e+03
1.493497832610870324e+00 3.029517345517417198e+03
1.494498166055351795e+00 3.030800460165849017e+03
1.495498499499833267e+00 3.032082900764682108e+03
1.496498832944314739e+00 3.033364667835378896e+03
1.497499166388796432e+00 3.034645761898943420e+03
1.498499499833277904e+00 3.035926183475936796e+03
1.499499833277759375e+00 3.037205933086464029e+03
1.500500166722240847e+00 3.038485011250182197e+03
1.501500500166722318e+00 3.039763418486301362e+03
1.502500833611203790e+00 3.041041155313579111e+03
1.503501167055685261e+00 3.042318222250325107e+03
1.504501500500166733e+00 3.043594619814400176e+03
1.505501833944648205e+00 3.044870348523214489e+03
1.506502167389129676e+00 3.046145408893733929e+03
1.507502500833611370e+00 3.047419801442473272e+03
1.508502834278092841e+00 3.048693526685498910e+03
1.509503167722574313e+00 3.049966585138432492e+03
1.510503501167055784e+00 3.051238977316446380e+03
1.511503834611537256e+00 3.052510703734265462e+03
1.512504168056018727e+00 3.053781764906169428e+03
1.513504501500500199e+00 3.055052161345990044e+03
1.514504834944981670e+00 3.056321893567114785e+03
1.515505168389463142e+00 3.057590962082481383e+03
1.516505501833944614e+00 3.058859367404584646e+03
1.517505835278426307e+00 3.060127110045474183e+03
1.518506168722907779e+00 3.061394190516752587e+03
1.519506502167389250e+00 3.062660609329579074e+03
1.520506835611870722e+00 3.063926366994665841e+03
1.521507169056352193e+00 3.065191464022283071e+03
1.522507502500833665e+00 3.066455900922256205e+03
1.523507835945315136e+00 3.067719678203965486e+03
1.524508169389796608e+00 3.068982796376348688e+03
1.525508502834278080e+00 3.070245255947900205e+03
1.526508836278759551e+00 3.071507057426670599e+03
1.527509169723241245e+00 3.072768201320267053e+03
1.528509503167722716e+00 3.074028688135856100e+03
1.529509836612204188e+00 3.075288518380159530e+03
1.530510170056685659e+00 3.076547692559458937e+03
1.531510503501167131e+00 3.077806211179593902e+03
1.532510836945648602e+00 3.079064074745961534e+03
1.533511170390130074e+00 3.080321283763517840e+03
1.534511503834611545e+00 3.081577838736779995e+03
1.535511837279093017e+00 3.082833740169819976e+03
1.536512170723574489e+00 3.084088988566274566e+03
1.537512504168056182e+00 3.085343584429335351e+03
1.538512837612537654e+00 3.086597528261758271e+03
1.539513171057019125e+00 3.087850820565856338e+03
1.540513504501500597e+00 3.089103461843505102e+03
1.541513837945982068e+00 3.090355452596140367e+03
1.542514171390463540e+00 3.091606793324760019e+03
1.543514504834945011e+00 3.092857484529922203e+03
1.544514838279426483e+00 3.094107526711747141e+03
1.545515171723907955e+00 3.095356920369917589e+03
1.546515505168389648e+00 3.096605666003677470e+03
1.547515838612871120e+00 3.097853764111834153e+03
1.548516172057352591e+00 3.099101215192759355e+03
1.549516505501834063e+00 3.100348019744382782e+03
1.550516838946315534e+00 3.101594178264203492e+03
1.551517172390797006e+00 3.102839691249280349e+03
1.552517505835278477e+00 3.104084559196237933e+03
1.553517839279759949e+00 3.105328782601265630e+03
1.554518172724241420e+00 3.106572361960114449e+03
1.555518506168722892e+00 3.107815297768103846e+03
1.556518839613204586e+00 3.109057590520116264e+03
1.557519173057686057e+00 3.110299240710596223e+03
1.558519506502167529e+00 3.111540248833561691e+03
1.559519839946649000e+00 3.112780615382590440e+03
1.560520173391130472e+00 3.114020340850827779e+03
1.561520506835611943e+00 3.115259425730987004e+03
1.562520840280093415e+00 3.116497870515346222e+03
1.563521173724574886e+00 3.117735675695751070e+03
1.564521507169056358e+00 3.118972841763615634e+03
1.565521840613537830e+00 3.120209369209920624e+03
1.566522174058019523e+00 3.121445258525214285e+03
1.567522507502500995e+00 3.122680510199613764e+03
1.568522840946982466e+00 3.123915124722804649e+03
1.569523174391463938e+00 3.125149102584040520e+03
1.570523507835945409e+00 3.126382444272144767e+03
1.571523841280426881e+00 3.127615150275510132e+03
1.572524174724908352e+00 3.128847221082098258e+03
1.573524508169389824e+00 3.130078657179441052e+03
1.574524841613871295e+00 3.131309459054639319e+03
1.575525175058352767e+00 3.132539627194367313e+03
1.576525508502834461e+00 3.133769162084868640e+03
1.577525841947315932e+00 3.134998064211956716e+03
1.578526175391797404e+00 3.136226334061015677e+03
1.579526508836278875e+00 3.137453972117004923e+03
1.580526842280760347e+00 3.138680978864453209e+03
1.581527175725241818e+00 3.139907354787460463e+03
1.582527509169723290e+00 3.141133100369700514e+03
1.583527842614204761e+00 3.142358216094422460e+03
1.584528176058686233e+00 3.143582702444442475e+03
1.585528509503167705e+00 3.144806559902154731e+03
1.586528842947649398e+00 3.146029788949526846e+03
1.587529176392130870e+00 3.147252390068098066e+03
1.588529509836612341e+00 3.148474363738983811e+03
1.589529843281093813e+00 3.149695710442872041e+03
1.590530176725575284e+00 3.150916430660027800e+03
1.591530510170056756e+00 3.152136524870290941e+03
1.592530843614538227e+00 3.153355993553073858e+03
1.593531177059019699e+00 3.154574837187367848e+03
1.594531510503501170e+00 3.155793056251738562e+03
1.595531843947982642e+00 3.157010651224329649e+03
1.596532177392464336e+00 3.158227622582859112e+03
1.597532510836945807e+00 3.159443970804621586e+03
1.598532844281427279e+00 3.160659696366493336e+03
1.599533177725908750e+00 3.161874799744921347e+03
1.600533511170390222e+00 3.163089281415935602e+03
1.601533844614871693e+00 3.164303141855141803e+03
1.602534178059353165e+00 3.165516381537724556e+03
1.603534511503834636e+00 3.166729000938447371e+03
1.604534844948316108e+00 3.167941000531652207e+03
1.605535178392797580e+00 3.169152380791259475e+03
1.606535511837279273e+00 3.170363142190772123e+03
1.607535845281760745e+00 3.171573285203268370e+03
1.608536178726242216e+00 3.172782810301410791e+03
1.609536512170723688e+00 3.173991717957438595e+03
1.610536845615205159e+00 3.175200008643176716e+03
1.611537179059686631e+00 3.176407682830025351e+03
1.612537512504168102e+00 3.177614740988969515e+03
1.613537845948649574e+00 3.178821183590574947e+03
1.614538179393131045e+00 3.180027011104990379e+03
1.615538512837612517e+00 3.181232224001945269e+03
1.616538846282094211e+00 3.182436822750752071e+03
1.617539179726575682e+00 3.183640807820304872e+03
1.618539513171057154e+00 3.184844179679084391e+03
1.619539846615538625e+00 3.186046938795149799e+03
1.620540180060020097e+00 3.187249085636147811e+03
1.621540513504501568e+00 3.188450620669309046e+03
1.622540846948983040e+00 3.189651544361445303e+03
1.623541180393464511e+00 3.190851857178956379e+03
1.624541513837945983e+00 3.192051559587825523e+03
1.625541847282427455e+00 3.193250652053619433e+03
1.626542180726909148e+00 3.194449135041495992e+03
1.627542514171390620e+00 3.195647009016191078e+03
1.628542847615872091e+00 3.196844274442033111e+03
1.629543181060353563e+00 3.198040931782933967e+03
1.630543514504835034e+00 3.199236981502392155e+03
1.631543847949316506e+00 3.200432424063495091e+03
1.632544181393797977e+00 3.201627259928915009e+03
1.633544514838279449e+00 3.202821489560914415e+03
1.634544848282760920e+00 3.204015113421342448e+03
1.635545181727242392e+00 3.205208131971634430e+03
1.636545515171724086e+00 3.206400545672817316e+03
1.637545848616205557e+00 3.207592354985506972e+03
1.638546182060687029e+00 3.208783560369905899e+03
1.639546515505168500e+00 3.209974162285808234e+03
1.640546848949649972e+00 3.211164161192597930e+03
1.641547182394131443e+00 3.212353557549247398e+03
1.642547515838612915e+00 3.213542351814319773e+03
1.643547849283094386e+00 3.214730544445969372e+03
1.644548182727575858e+00 3.215918135901941696e+03
1.645548516172057329e+00 3.217105126639573882e+03
1.646548849616539023e+00 3.218291517115794250e+03
1.647549183061020495e+00 3.219477307787122299e+03
1.648549516505501966e+00 3.220662499109670989e+03
1.649549849949983438e+00 3.221847091539144003e+03
1.650550183394464909e+00 3.223031085530840301e+03
1.651550516838946381e+00 3.224214481539650478e+03
1.652550850283427852e+00 3.225397280020057224e+03
1.653551183727909324e+00 3.226579481426141228e+03
1.654551517172390795e+00 3.227761086211572092e+03
1.655551850616872267e+00 3.228942094829618327e+03
1.656552184061353961e+00 3.230122507733138264e+03
1.657552517505835432e+00 3.231302325374592328e+03
1.658552850950316904e+00 3.232481548206028037e+03
1.659553184394798375e+00 3.233660176679094093e+03
1.660553517839279847e+00 3.234838211245033108e+03
1.661553851283761318e+00 3.236015652354684335e+03
1.662554184728242790e+00 3.237192500458483210e+03
1.663554518172724261e+00 3.238368756006461354e+03
1.664554851617205733e+00 3.239544419448250210e+03
1.665555185061687204e+00 3.240719491233076042e+03
1.666555518506168898e+00 3.241893971809763570e+03
1.667555851950650370e+00 3.243067861626736430e+03
1.668556185395131841e+00 3.244241161132014440e+03
1.669556518839613313e+00 3.245413870773218150e+03
1.670556852284094784e+00 3.246585990997567933e+03
1.671557185728576256e+00 3.247757522251880346e+03
1.672557519173057727e+00 3.248928464982573132e+03
1.673557852617539199e+00 3.250098819635667041e+03
1.674558186062020670e+00 3.251268586656776279e+03
1.675558519506502142e+00 3.252437766491122602e+03
1.676558852950983836e+00 3.253606359583524409e+03
1.677559186395465307e+00 3.254774366378402192e+03
1.678559519839946779e+00 3.255941787319776722e+03
1.679559853284428250e+00 3.257108622851274959e+03
1.680560186728909722e+00 3.258274873416122318e+03
1.681560520173391193e+00 3.259440539457145405e+03
1.682560853617872665e+00 3.260605621416777012e+03
1.683561187062354136e+00 3.261770119737049754e+03
1.684561520506835608e+00 3.262934034859604708e+03
1.685561853951317079e+00 3.264097367225678681e+03
1.686562187395798773e+00 3.265260117276120582e+03
1.687562520840280245e+00 3.266422285451377320e+03
1.688562854284761716e+00 3.267583872191506089e+03
1.689563187729243188e+00 3.268744877936162993e+03
1.690563521173724659e+00 3.269905303124614420e+03
1.691563854618206131e+00 3.271065148195728398e+03
1.692564188062687602e+00 3.272224413587981871e+03
1.693564521507169074e+00 3.273383099739457066e+03
1.694564854951650545e+00 3.274541207087841030e+03
1.695565188396132017e+00 3.275698736070429732e+03
1.696565521840613711e+00 3.276855687124125325e+03
1.697565855285095182e+00 3.278012060685437064e+03
1.698566188729576654e+00 3.279167857190482209e+03
1.699566522174058125e+00 3.280323077074986031e+03
1.700566855618539597e+00 3.281477720774283625e+03
1.701567189063021068e+00 3.282631788723315822e+03
1.702567522507502540e+00 3.283785281356635551e+03
1.703567855951984011e+00 3.284938199108401932e+03
1.704568189396465483e+00 3.286090542412385275e+03
1.705568522840946954e+00 3.287242311701966173e+03
1.706568856285428648e+00 3.288393507410137317e+03
1.707569189729910120e+00 3.289544129969495771e+03
1.708569523174391591e+00 3.290694179812256152e+03
1.709569856618873063e+00 3.291843657370240180e+03
1.710570190063354534e+00 3.292992563074882582e+03
1.711570523507836006e+00 3.294140897357229733e+03
1.712570856952317477e+00 3.295288660647940105e+03
1.713571190396798949e+00 3.296435853377284730e+03
1.714571523841280420e+00 3.297582475975146281e+03
1.715571857285762114e+00 3.298728528871023627e+03
1.716572190730243586e+00 3.299874012494024100e+03
1.717572524174725057e+00 3.301018927272872588e+03
1.718572857619206529e+00 3.302163273635907444e+03
1.719573191063688000e+00 3.303307052011078213e+03
1.720573524508169472e+00 3.304450262825954724e+03
1.721573857952650943e+00 3.305592906507717089e+03
1.722574191397132415e+00 3.306734983483160249e+03
1.723574524841613886e+00 3.307876494178700341e+03
1.724574858286095358e+00 3.309017439020362872e+03
1.725575191730577052e+00 3.310157818433793636e+03
1.726575525175058523e+00 3.311297632844253258e+03
1.727575858619539995e+00 3.312436882676618552e+03
1.728576192064021466e+00 3.313575568355385258e+03
1.729576525508502938e+00 3.314713690304666216e+03
1.730576858952984409e+00 3.315851248948191369e+03
1.731577192397465881e+00 3.316988244709307764e+03
1.732577525841947352e+00 3.318124678010984098e+03
1.733577859286428824e+00 3.319260549275804806e+03
1.734578192730910295e+00 3.320395858925973698e+03
1.735578526175391989e+00 3.321530607383315782e+03
1.736578859619873461e+00 3.322664795069274533e+03
1.737579193064354932e+00 3.323798422404910525e+03
1.738579526508836404e+00 3.324931489810910989e+03
1.739579859953317875e+00 3.326063997707577983e+03
1.740580193397799347e+00 3.327195946514837487e+03
1.741580526842280818e+00 3.328327336652235772e+03
1.742580860286762290e+00 3.329458168538941663e+03
1.743581193731243761e+00 3.330588442593742002e+03
1.744581527175725233e+00 3.331718159235053463e+03
