# z    r(Mpc/h)
5.811937312437479575e-01 1.499321743117588994e+03
5.821940646882294290e-01 1.501492324065788580e+03
5.831943981327109006e-01 1.503661593075134761e+03
5.841947315771923721e-01 1.505829550865703823e+03
5.851950650216739547e-01 1.507996198158353536e+03
5.861953984661554262e-01 1.510161535674721563e+03
5.871957319106368978e-01 1.512325564137215906e+03
5.881960653551183693e-01 1.514488284269015594e+03
5.891963987995998409e-01 1.516649696794061128e+03
5.901967322440814234e-01 1.518809802437050848e+03
5.911970656885628950e-01 1.520968601923437063e+03
5.921973991330443665e-01 1.523126095979418551e+03
5.931977325775258381e-01 1.525282285331937373e+03
5.941980660220073096e-01 1.527437170708674785e+03
5.951983994664888922e-01 1.529590752838043500e+03
5.961987329109703637e-01 1.531743032449184284e+03
5.971990663554518353e-01 1.533894010271961406e+03
5.981993997999333068e-01 1.536043687036957181e+03
5.991997332444148894e-01 1.538192063475467421e+03
6.002000666888963609e-01 1.540339140319493708e+03
6.012004001333778325e-01 1.542484918301744756e+03
6.022007335778593040e-01 1.544629398155625722e+03
6.032010670223407756e-01 1.546772580615234801e+03
6.042014004668223581e-01 1.548914466415360039e+03
6.052017339113038297e-01 1.551055056291472511e+03
6.062020673557853012e-01 1.553194350979722685e+03
6.072024008002667728e-01 1.555332351216935649e+03
6.082027342447482443e-01 1.557469057740605649e+03
6.092030676892298269e-01 1.559604471288891546e+03
6.102034011337112984e-01 1.561738592600610673e+03
6.112037345781927700e-01 1.563871422415237703e+03
6.122040680226742415e-01 1.566002961472897368e+03
6.132044014671557131e-01 1.568133210514357870e+03
6.142047349116372956e-01 1.570262170281030876e+03
6.152050683561187672e-01 1.572389841514962200e+03
6.162054018006002387e-01 1.574516224958831117e+03
6.172057352450817103e-01 1.576641321355940590e+03
6.182060686895631818e-01 1.578765131450219315e+03
6.192064021340447644e-01 1.580887655986210802e+03
6.202067355785262359e-01 1.583008895709072476e+03
6.212070690230077075e-01 1.585128851364569755e+03
6.222074024674891790e-01 1.587247523699071735e+03
6.232077359119706506e-01 1.589364913459545278e+03
6.242080693564522331e-01 1.591481021393553874e+03
6.252084028009337047e-01 1.593595848249248093e+03
6.262087362454151762e-01 1.595709394775366263e+03
6.272090696898966478e-01 1.597821661721225382e+03
6.282094031343781193e-01 1.599932649836719065e+03
6.292097365788597019e-01 1.602042359872313000e+03
6.302100700233411734e-01 1.604150792579039717e+03
6.312104034678226450e-01 1.606257948708493814e+03
6.322107369123041165e-01 1.608363829012828319e+03
6.332110703567855881e-01 1.610468434244750597e+03
6.342114038012671706e-01 1.612571765157515074e+03
6.352117372457486422e-01 1.614673822504922555e+03
6.362120706902301137e-01 1.616774607041313175e+03
6.372124041347115853e-01 1.618874119521564353e+03
6.382127375791930568e-01 1.620972360701082607e+03
6.392130710236746394e-01 1.623069331335803554e+03
6.402134044681561109e-01 1.625165032182183722e+03
6.412137379126375825e-01 1.627259463997198964e+03
6.422140713571190540e-01 1.629352627538338538e+03
6.432144048016005256e-01 1.631444523563601251e+03
6.442147382460821081e-01 1.633535152831491814e+03
6.452150716905635797e-01 1.635624516101014024e+03
6.462154051350450512e-01 1.637712614131670307e+03
6.472157385795265228e-01 1.639799447683453764e+03
6.482160720240079943e-01 1.641885017516846119e+03
6.492164054684895769e-01 1.643969324392812950e+03
6.502167389129710484e-01 1.646052369072798911e+03
6.512170723574525200e-01 1.648134152318724318e+03
6.522174058019339915e-01 1.650214674892979247e+03
6.532177392464154631e-01 1.652293937558421931e+03
6.542180726908970456e-01 1.654371941078373311e+03
6.552184061353785172e-01 1.656448686216611122e+03
6.562187395798599887e-01 1.658524173737367846e+03
6.572190730243414603e-01 1.660598404405326391e+03
6.582194064688229318e-01 1.662671378985616002e+03
6.592197399133045144e-01 1.664743098243806344e+03
6.602200733577859859e-01 1.666813562945905005e+03
6.612204068022674575e-01 1.668882773858353403e+03
6.622207402467489290e-01 1.670950731748022463e+03
6.632210736912304005e-01 1.673017437382206708e+03
6.642214071357119831e-01 1.675082891528625169e+03
6.652217405801934547e-01 1.677147094955410012e+03
6.662220740246749262e-01 1.679210048431109271e+03
6.672224074691563978e-01 1.681271752724679118e+03
6.682227409136378693e-01 1.683332208605479764e+03
6.692230743581194519e-01 1.685391416843274328e+03
6.702234078026009234e-01 1.687449378208220878e+03
6.712237412470823950e-01 1.689506093470871065e+03
6.722240746915638665e-01 1.691561563402166939e+03
6.732244081360453380e-01 1.693615788773433223e+03
6.742247415805269206e-01 1.695668770356377763e+03
6.752250750250083922e-01 1.697720508923083798e+03
6.762254084694898637e-01 1.699771005246008372e+03
6.772257419139713353e-01 1.701820260097978689e+03
6.782260753584528068e-01 1.703868274252185984e+03
6.792264088029343894e-01 1.705915048482183465e+03
6.802267422474158609e-01 1.707960583561882231e+03
6.812270756918973325e-01 1.710004880265546262e+03
6.822274091363788040e-01 1.712047939367790832e+03
6.832277425808602755e-01 1.714089761643575457e+03
6.842280760253418581e-01 1.716130347868202989e+03
6.852284094698233297e-01 1.718169698817314156e+03
6.862287429143048012e-01 1.720207815266885063e+03
6.872290763587862727e-01 1.722244697993221052e+03
6.882294098032677443e-01 1.724280347772955338e+03
6.892297432477493269e-01 1.726314765383044460e+03
6.902300766922307984e-01 1.728347951600764418e+03
6.912304101367122700e-01 1.730379907203706352e+03
6.922307435811937415e-01 1.732410632969773815e+03
6.932310770256752130e-01 1.734440129677178220e+03
6.942314104701567956e-01 1.736468398104435892e+03
6.952317439146382672e-01 1.738495439030364423e+03
6.962320773591197387e-01 1.740521253234077676e+03
6.972324108036012102e-01 1.742545841494982142e+03
6.982327442480826818e-01 1.744569204592776259e+03
6.992330776925642644e-01 1.746591343307444049e+03
7.002334111370457359e-01 1.748612258419250793e+03
7.012337445815272075e-01 1.750631950708741897e+03
7.022340780260086790e-01 1.752650420956737207e+03
7.032344114704901505e-01 1.754667669944328736e+03
7.042347449149717331e-01 1.756683698452876797e+03
7.052350783594532047e-01 1.758698507264005002e+03
7.062354118039346762e-01 1.760712097159600489e+03
7.072357452484161477e-01 1.762724468921804601e+03
7.082360786928976193e-01 1.764735623333015155e+03
7.092364121373792019e-01 1.766745561175878038e+03
7.102367455818606734e-01 1.768754283233287879e+03
7.112370790263421449e-01 1.770761790288380780e+03
7.122374124708236165e-01 1.772768083124534542e+03
7.132377459153050880e-01 1.774773162525362068e+03
7.142380793597866706e-01 1.776777029274709548e+03
7.152384128042681422e-01 1.778779684156652138e+03
7.162387462487496137e-01 1.780781127955490547e+03
7.172390796932310852e-01 1.782781361455748993e+03
7.182394131377125568e-01 1.784780385442170882e+03
7.192397465821941394e-01 1.786778200699714034e+03
7.202400800266756109e-01 1.788774808013549546e+03
7.212404134711570824e-01 1.790770208169056332e+03
7.222407469156385540e-01 1.792764401951820446e+03
7.232410803601200255e-01 1.794757390147628030e+03
7.242414138046016081e-01 1.796749173542465996e+03
7.252417472490830797e-01 1.798739752922514981e+03
7.262420806935645512e-01 1.800729129074148659e+03
7.272424141380460227e-01 1.802717302783928744e+03
7.282427475825274943e-01 1.804704274838603624e+03
7.292430810270090769e-01 1.806690046025102447e+03
7.302434144714905484e-01 1.808674617130534216e+03
7.312437479159720199e-01 1.810657988942182328e+03
7.322440813604534915e-01 1.812640162247504122e+03
7.332444148049349630e-01 1.814621137834125193e+03
7.342447482494165456e-01 1.816600916489835981e+03
7.352450816938980171e-01 1.818579499002591547e+03
7.362454151383794887e-01 1.820556886160504064e+03
7.372457485828609602e-01 1.822533078751844414e+03
7.382460820273424318e-01 1.824508077565034000e+03
7.392464154718240144e-01 1.826481883388645656e+03
7.402467489163054859e-01 1.828454497011397507e+03
7.412470823607869574e-01 1.830425919222152743e+03
7.422474158052684290e-01 1.832396150809913252e+03
7.432477492497499005e-01 1.834365192563819846e+03
7.442480826942314831e-01 1.836333045273144990e+03
7.452484161387129546e-01 1.838299709727293930e+03
7.462487495831944262e-01 1.840265186715799018e+03
7.472490830276758977e-01 1.842229477028317888e+03
7.482494164721573693e-01 1.844192581454627998e+03
7.492497499166389519e-01 1.846154500784629136e+03
7.502500833611204234e-01 1.848115235808331136e+03
7.512504168056018949e-01 1.850074787315861386e+03
7.522507502500833665e-01 1.852033156097453002e+03
7.532510836945648380e-01 1.853990342943448013e+03
7.542514171390464206e-01 1.855946348644290538e+03
7.552517505835278921e-01 1.857901173990524057e+03
7.562520840280093637e-01 1.859854819772792325e+03
7.572524174724908352e-01 1.861807286781829816e+03
7.582527509169723068e-01 1.863758575808465821e+03
7.592530843614538894e-01 1.865708687643614667e+03
7.602534178059353609e-01 1.867657623078278675e+03
7.612537512504168324e-01 1.869605382903541795e+03
7.622540846948983040e-01 1.871551967910566646e+03
7.632544181393797755e-01 1.873497378890595201e+03
7.642547515838613581e-01 1.875441616634940146e+03
7.652550850283428296e-01 1.877384681934985338e+03
7.662554184728243012e-01 1.879326575582184660e+03
7.672557519173057727e-01 1.881267298368055663e+03
7.682560853617872443e-01 1.883206851084177742e+03
7.692564188062688268e-01 1.885145234522190322e+03
7.702567522507502984e-01 1.887082449473788756e+03
7.712570856952317699e-01 1.889018496730722973e+03
7.722574191397132415e-01 1.890953377084792010e+03
7.732577525841948241e-01 1.892887091327845383e+03
7.742580860286762956e-01 1.894819640251775354e+03
7.752584194731577671e-01 1.896751024648517614e+03
7.762587529176392387e-01 1.898681245310048780e+03
7.772590863621207102e-01 1.900610303028378212e+03
7.782594198066022928e-01 1.902538198595555741e+03
7.792597532510837643e-01 1.904464932803655529e+03
7.802600866955652359e-01 1.906390506444786070e+03
7.812604201400467074e-01 1.908314920311077913e+03
7.822607535845281790e-01 1.910238175194686391e+03
7.832610870290097616e-01 1.912160271887787303e+03
7.842614204734912331e-01 1.914081211182573270e+03
7.852617539179727046e-01 1.916000993871252831e+03
7.862620873624541762e-01 1.917919620746045894e+03
7.872624208069356477e-01 1.919837092599183279e+03
7.882627542514172303e-01 1.921753410222901266e+03
7.892630876958987018e-01 1.923668574409442044e+03
7.902634211403801734e-01 1.925582585951048259e+03
7.912637545848616449e-01 1.927495445639962099e+03
7.922640880293431165e-01 1.929407154268422346e+03
7.932644214738246990e-01 1.931317712628661411e+03
7.942647549183061706e-01 1.933227121512902841e+03
7.952650883627876421e-01 1.935135381713358811e+03
7.962654218072691137e-01 1.937042494022227856e+03
7.972657552517505852e-01 1.938948459231691459e+03
7.982660886962321678e-01 1.940853278133913363e+03
7.992664221407136393e-01 1.942756951521033898e+03
8.002667555851951109e-01 1.944659480185169286e+03
8.012670890296765824e-01 1.946560864918411198e+03
8.022674224741580540e-01 1.948461106512819697e+03
8.032677559186396365e-01 1.950360205760424833e+03
8.042680893631211081e-01 1.952258163453220504e+03
8.052684228076025796e-01 1.954154980383165594e+03
8.062687562520840512e-01 1.956050657342179193e+03
8.072690896965655227e-01 1.957945195122138784e+03
8.082694231410471053e-01 1.959838594514876831e+03
8.092697565855285768e-01 1.961730856312181004e+03
8.102700900300100484e-01 1.963621981305788040e+03
8.112704234744915199e-01 1.965511970287384202e+03
8.122707569189729915e-01 1.967400824048601407e+03
8.132710903634545740e-01 1.969288543381015188e+03
8.142714238079360456e-01 1.971175129076143548e+03
8.152717572524175171e-01 1.973060581925441284e+03
8.162720906968989887e-01 1.974944902720301570e+03
8.172724241413804602e-01 1.976828092252050055e+03
8.182727575858620428e-01 1.978710151311945765e+03
8.192730910303435143e-01 1.980591080691176330e+03
8.202734244748249859e-01 1.982470881180855486e+03
8.212737579193064574e-01 1.984349553572023297e+03
8.222740913637879290e-01 1.986227098655640930e+03
8.232744248082695115e-01 1.988103517222590199e+03
8.242747582527509831e-01 1.989978810063670608e+03
8.252750916972324546e-01 1.991852977969596850e+03
8.262754251417139262e-01 1.993726021730996536e+03
8.272757585861953977e-01 1.995597942138409053e+03
8.282760920306769803e-01 1.997468739982281022e+03
8.292764254751584518e-01 1.999338416052966977e+03
8.302767589196399234e-01 2.001206971140724136e+03
8.312770923641213949e-01 2.003074406035711945e+03
8.322774258086028665e-01 2.004940721527988671e+03
8.332777592530844490e-01 2.006805918407512991e+03
8.342780926975659206e-01 2.008669997464133758e+03
8.352784261420473921e-01 2.010532959487596600e+03
8.362787595865288637e-01 2.012394805267537095e+03
8.372790930310103352e-01 2.014255535593477362e+03
8.382794264754919178e-01 2.016115151254829243e+03
8.392797599199733893e-01 2.017973653040885438e+03
8.402800933644548609e-01 2.019831041740822229e+03
8.412804268089363324e-01 2.021687318143695620e+03
8.422807602534178040e-01 2.023542483038439059e+03
8.432810936978993865e-01 2.025396537213862757e+03
8.442814271423808581e-01 2.027249481458647779e+03
8.452817605868623296e-01 2.029101316561348312e+03
8.462820940313438012e-01 2.030952043310388035e+03
8.472824274758252727e-01 2.032801662494056245e+03
8.482827609203068553e-01 2.034650174900508546e+03
8.492830943647883268e-01 2.036497581317762979e+03
8.502834278092697984e-01 2.038343882533698434e+03
8.512837612537512699e-01 2.040189079336050781e+03
8.522840946982327415e-01 2.042033172512416741e+03
8.532844281427143240e-01 2.043876162850244555e+03
8.542847615871957956e-01 2.045718051136834902e+03
8.552850950316772671e-01 2.047558838159339757e+03
8.562854284761587387e-01 2.049398524704761257e+03
8.572857619206402102e-01 2.051237111559944424e+03
8.582860953651217928e-01 2.053074599511583529e+03
8.592864288096032643e-01 2.054910989346210499e+03
8.602867622540847359e-01 2.056746281850200830e+03
8.612870956985662074e-01 2.058580477809768126e+03
8.622874291430476790e-01 2.060413578010961373e+03
8.632877625875292615e-01 2.062245583239666303e+03
8.642880960320107331e-01 2.064076494281599480e+03
8.652884294764922046e-01 2.065906311922308305e+03
8.662887629209736762e-01 2.067735036947170556e+03
8.672890963654551477e-01 2.069562670141388935e+03
8.682894298099367303e-01 2.071389212289991519e+03
8.692897632544182018e-01 2.073214664177829036e+03
8.702900966988996734e-01 2.075039026589576224e+03
8.712904301433811449e-01 2.076862300309722286e+03
8.722907635878626165e-01 2.078684486122578164e+03
8.732910970323441990e-01 2.080505584812266989e+03
8.742914304768256706e-01 2.082325597162727263e+03
8.752917639213071421e-01 2.084144523957708316e+03
8.762920973657886137e-01 2.085962365980769846e+03
8.772924308102700852e-01 2.087779124015278740e+03
8.782927642547516678e-01 2.089594798844410434e+03
8.792930976992331393e-01 2.091409391251140278e+03
8.802934311437146109e-01 2.093222902018249442e+03
8.812937645881960824e-01 2.095035331928320375e+03
8.822940980326775540e-01 2.096846681763731340e+03
8.832944314771591365e-01 2.098656952306660514e+03
8.842947649216406081e-01 2.100466144339078710e+03
8.852950983661220796e-01 2.102274258642753011e+03
8.862954318106035512e-01 2.104081295999239956e+03
8.872957652550850227e-01 2.105887257189887350e+03
8.882960986995666053e-01 2.107692142995831091e+03
8.892964321440480768e-01 2.109495954197991978e+03
8.902967655885295484e-01 2.111298691577077989e+03
8.912970990330110199e-01 2.113100355913577005e+03
8.922974324774924915e-01 2.114900947987762265e+03
8.932977659219740740e-01 2.116700468579683275e+03
8.942980993664555456e-01 2.118498918469166256e+03
8.952984328109370171e-01 2.120296298435817334e+03
8.962987662554184887e-01 2.122092609259013443e+03
8.972990996998999602e-01 2.123887851717907324e+03
8.982994331443815428e-01 2.125682026591421163e+03
8.992997665888630143e-01 2.127475134658245224e+03
9.003001000333444859e-01 2.129267176696839670e+03
9.013004334778259574e-01 2.131058153485429557e+03
9.023007669223074290e-01 2.132848065802003930e+03
9.033011003667890115e-01 2.134636914424317183e+03
9.043014338112704831e-01 2.136424700129879511e+03
9.053017672557519546e-01 2.138211423695965550e+03
9.063021007002334262e-01 2.139997085899605736e+03
9.073024341447148977e-01 2.141781687517586761e+03
9.083027675891964803e-01 2.143565229326450662e+03
9.093031010336779518e-01 2.145347712102490277e+03
9.103034344781594234e-01 2.147129136621752423e+03
9.113037679226408949e-01 2.148909503660032442e+03
9.123041013671223665e-01 2.150688813992874202e+03
9.133044348116039490e-01 2.152467068395569186e+03
9.143047682560854206e-01 2.154244267643152398e+03
9.153051017005668921e-01 2.156020412510401911e+03
9.163054351450483637e-01 2.157795503771840686e+03
9.173057685895298352e-01 2.159569542201729746e+03
9.183061020340114178e-01 2.161342528574069547e+03
9.193064354784928893e-01 2.163114463662599064e+03
9.203067689229743609e-01 2.164885348240790790e+03
9.213071023674558324e-01 2.166655183081853920e+03
9.223074358119373040e-01 2.168423968958729802e+03
9.233077692564188865e-01 2.170191706644089663e+03
9.243081027009003581e-01 2.171958396910338706e+03
9.253084361453818296e-01 2.173724040529605190e+03
9.263087695898633012e-01 2.175488638273747256e+03
9.273091030343447727e-01 2.177252190914350194e+03
9.283094364788263553e-01 2.179014699222719628e+03
9.293097699233078268e-01 2.180776163969884692e+03
9.303101033677892984e-01 2.182536585926598491e+03
9.313104368122707699e-01 2.184295965863329457e+03
9.323107702567522415e-01 2.186054304550267261e+03
9.333111037012338240e-01 2.187811602757318269e+03
9.343114371457152956e-01 2.189567861254102354e+03
9.353117705901967671e-01 2.191323080809954718e+03
9.363121040346782387e-01 2.193077262193923161e+03
9.373124374791597102e-01 2.194830406174765812e+03
9.383127709236412928e-01 2.196582513520952489e+03
9.393131043681227643e-01 2.198333585000657877e+03
9.403134378126042359e-01 2.200083621381767443e+03
9.413137712570857074e-01 2.201832623431870161e+03
9.423141047015672900e-01 2.203580591918259870e+03
9.433144381460487615e-01 2.205327527607933007e+03
9.443147715905302331e-01 2.207073431267587694e+03
9.453151050350117046e-01 2.208818303663622373e+03
9.463154384794931762e-01 2.210562145562133992e+03
9.473157719239747587e-01 2.212304957728918907e+03
9.483161053684562303e-01 2.214046740929466523e+03
9.493164388129377018e-01 2.215787495928963835e+03
9.503167722574191734e-01 2.217527223492289522e+03
9.513171057019006449e-01 2.219265924384016216e+03
9.523174391463822275e-01 2.221003599368406412e+03
9.533177725908636990e-01 2.222740249209411559e+03
9.543181060353451706e-01 2.224475874670674330e+03
9.553184394798266421e-01 2.226210476515521805e+03
9.563187729243081137e-01 2.227944055506968652e+03
9.573191063687896962e-01 2.229676612407712582e+03
9.583194398132711678e-01 2.231408147980135709e+03
9.593197732577526393e-01 2.233138662986301370e+03
9.603201067022341109e-01 2.234868158187955942e+03
9.613204401467155824e-01 2.236596634346522933e+03
9.623207735911971650e-01 2.238324092223103889e+03
9.633211070356786365e-01 2.240050532578480215e+03
9.643214404801601081e-01 2.241775956173107261e+03
9.653217739246415796e-01 2.243500363767114777e+03
9.663221073691230512e-01 2.245223756120307826e+03
9.673224408136046337e-01 2.246946133992162686e+03
9.683227742580861053e-01 2.248667498141825035e+03
9.693231077025675768e-01 2.250387849328114044e+03
9.703234411470490484e-01 2.252107188309514186e+03
9.713237745915305199e-01 2.253825515844180245e+03
9.723241080360121025e-01 2.255542832689930947e+03
9.733244414804935740e-01 2.257259139604252141e+03
9.743247749249750456e-01 2.258974437344292710e+03
9.753251083694565171e-01 2.260688726666863658e+03
9.763254418139379887e-01 2.262402008328440388e+03
9.773257752584195712e-01 2.264114283085156785e+03
9.783261087029010428e-01 2.265825551692806130e+03
9.793264421473825143e-01 2.267535814906841097e+03
9.803267755918639859e-01 2.269245073482370572e+03
9.813271090363454574e-01 2.270953328174161015e+03
9.823274424808270400e-01 2.272660579736631007e+03
9.833277759253085115e-01 2.274366828923856701e+03
9.843281093697899831e-01 2.276072076489565461e+03
9.853284428142714546e-01 2.277776323187134494e+03
9.863287762587529262e-01 2.279479569769594946e+03
9.873291097032345087e-01 2.281181816989625077e+03
9.883294431477159803e-01 2.282883065599552083e+03
9.893297765921974518e-01 2.284583316351351186e+03
9.903301100366789234e-01 2.286282569996642906e+03
9.913304434811603949e-01 2.287980827286695330e+03
9.923307769256419775e-01 2.289678088972417299e+03
9.933311103701234490e-01 2.291374355804364313e+03
9.943314438146049206e-01 2.293069628532730349e+03
9.953317772590863921e-01 2.294763907907353769e+03
9.963321107035678637e-01 2.296457194677711414e+03
9.973324441480494462e-01 2.298149489592920418e+03
9.983327775925309178e-01 2.299840793401732753e+03
9.993331110370123893e-01 2.301531106852541143e+03
1.000333444481493972e+00 2.303220430693373146e+03
1.001333777925975443e+00 2.304908765671889341e+03
1.002334111370456915e+00 2.306596112535387874e+03
1.003334444814938387e+00 2.308282472030796271e+03
1.004334778259419858e+00 2.309967844904677804e+03
1.005335111703901330e+00 2.311652231903222855e+03
1.006335445148382801e+00 2.313335633772253459e+03
1.007335778592864273e+00 2.315018051257223760e+03
1.008336112037345744e+00 2.316699485103211373e+03
1.009336445481827216e+00 2.318379936054924201e+03
1.010336778926308909e+00 2.320059404856695437e+03
1.011337112370790381e+00 2.321737892252482652e+03
1.012337445815271852e+00 2.323415398985869160e+03
1.013337779259753324e+00 2.325091925800061745e+03
1.014338112704234796e+00 2.326767473437888839e+03
1.015338446148716267e+00 2.328442042641800526e+03
1.016338779593197739e+00 2.330115634153868086e+03
1.017339113037679210e+00 2.331788248715781720e+03
1.018339446482160682e+00 2.333459887068852822e+03
1.019339779926642153e+00 2.335130549954006710e+03
1.020340113371123847e+00 2.336800238111789895e+03
1.021340446815605318e+00 2.338468952282361897e+03
1.022340780260086790e+00 2.340136693205499341e+03
1.023341113704568262e+00 2.341803461620592770e+03
1.024341447149049733e+00 2.343469258266645738e+03
1.025341780593531205e+00 2.345134083882274808e+03
1.026342114038012676e+00 2.346797939205708644e+03
1.027342447482494148e+00 2.348460824974786192e+03
1.028342780926975619e+00 2.350122741926956223e+03
1.029343114371457313e+00 2.351783690799279157e+03
1.030343447815938784e+00 2.353443672328420689e+03
1.031343781260420256e+00 2.355102687250654981e+03
1.032344114704901727e+00 2.356760736301862835e+03
1.033344448149383199e+00 2.358417820217532608e+03
1.034344781593864671e+00 2.360073939732754297e+03
1.035345115038346142e+00 2.361729095582226364e+03
1.036345448482827614e+00 2.363383288500247090e+03
1.037345781927309085e+00 2.365036519220719128e+03
1.038346115371790557e+00 2.366688788477145408e+03
1.039346448816272250e+00 2.368340097002633229e+03
1.040346782260753722e+00 2.369990445529884710e+03
1.041347115705235193e+00 2.371639834791207250e+03
1.042347449149716665e+00 2.373288265518502158e+03
1.043347782594198137e+00 2.374935738443271475e+03
1.044348116038679608e+00 2.376582254296612064e+03
1.045348449483161080e+00 2.378227813809220152e+03
1.046348782927642551e+00 2.379872417711384060e+03
1.047349116372124023e+00 2.381516066732988747e+03
1.048349449816605494e+00 2.383158761603513540e+03
1.049349783261087188e+00 2.384800503052029399e+03
1.050350116705568659e+00 2.386441291807201651e+03
1.051350450150050131e+00 2.388081128597285897e+03
1.052350783594531602e+00 2.389720014150129373e+03
1.053351117039013074e+00 2.391357949193169588e+03
1.054351450483494546e+00 2.392994934453434780e+03
1.055351783927976017e+00 2.394630970657539365e+03
1.056352117372457489e+00 2.396266058531688032e+03
1.057352450816938960e+00 2.397900198801672559e+03
1.058352784261420432e+00 2.399533392192870906e+03
1.059353117705902125e+00 2.401165639430247211e+03
1.060353451150383597e+00 2.402796941238350882e+03
1.061353784594865068e+00 2.404427298341317055e+03
1.062354118039346540e+00 2.406056711462862040e+03
1.063354451483828012e+00 2.407685181326287420e+03
1.064354784928309483e+00 2.409312708654478229e+03
1.065355118372790955e+00 2.410939294169900222e+03
1.066355451817272426e+00 2.412564938594599880e+03
1.067355785261753898e+00 2.414189642650203496e+03
1.068356118706235369e+00 2.415813407057920358e+03
1.069356452150717063e+00 2.417436232538535933e+03
1.070356785595198534e+00 2.419058119812415498e+03
1.071357119039680006e+00 2.420679069599501418e+03
1.072357452484161477e+00 2.422299082619314959e+03
1.073357785928642949e+00 2.423918159590953110e+03
1.074358119373124421e+00 2.425536301233087670e+03
1.075358452817605892e+00 2.427153508263967524e+03
1.076358786262087364e+00 2.428769781401415912e+03
1.077359119706568835e+00 2.430385121362830432e+03
1.078359453151050307e+00 2.431999528865181219e+03
1.079359786595532000e+00 2.433613004625010944e+03
1.080360120040013472e+00 2.435225549358435728e+03
1.081360453484494943e+00 2.436837163781142863e+03
1.082360786928976415e+00 2.438447848608391723e+03
1.083361120373457887e+00 2.440057604555010130e+03
1.084361453817939358e+00 2.441666432335396621e+03
1.085361787262420830e+00 2.443274332663519999e+03
1.086362120706902301e+00 2.444881306252917057e+03
1.087362454151383773e+00 2.446487353816691211e+03
1.088362787595865244e+00 2.448092476067517055e+03
1.089363121040346938e+00 2.449696673717631256e+03
1.090363454484828409e+00 2.451299947478842114e+03
1.091363787929309881e+00 2.452902298062518639e+03
1.092364121373791352e+00 2.454503726179598743e+03
1.093364454818272824e+00 2.456104232540584235e+03
1.094364788262754296e+00 2.457703817855539910e+03
1.095365121707235767e+00 2.459302482834095827e+03
1.096365455151717239e+00 2.460900228185444121e+03
1.097365788596198710e+00 2.462497054618338552e+03
1.098366122040680182e+00 2.464092962841096778e+03
1.099366455485161875e+00 2.465687953561597169e+03
1.100366788929643347e+00 2.467282027487278810e+03
1.101367122374124818e+00 2.468875185325141501e+03
1.102367455818606290e+00 2.470467427781742572e+03
1.103367789263087761e+00 2.472058755563204159e+03
1.104368122707569233e+00 2.473649169375201836e+03
1.105368456152050705e+00 2.475238669922970985e+03
1.106368789596532176e+00 2.476827257911308152e+03
1.107369123041013648e+00 2.478414934044561505e+03
1.108369456485495119e+00 2.480001699026641745e+03
1.109369789929976813e+00 2.481587553561012101e+03
1.110370123374458284e+00 2.483172498350693331e+03
1.111370456818939756e+00 2.484756534098259181e+03
1.112370790263421227e+00 2.486339661505842741e+03
1.113371123707902699e+00 2.487921881275126907e+03
1.114371457152384171e+00 2.489503194107353011e+03
1.115371790596865642e+00 2.491083600703310822e+03
1.116372124041347114e+00 2.492663101763346731e+03
1.117372457485828585e+00 2.494241697987359657e+03
1.118372790930310057e+00 2.495819390074798775e+03
1.119373124374791750e+00 2.497396178724665788e+03
1.120373457819273222e+00 2.498972064635514016e+03
1.121373791263754693e+00 2.500547048505446583e+03
1.122374124708236165e+00 2.502121131032117773e+03
1.123374458152717636e+00 2.503694312912731220e+03
1.124374791597199108e+00 2.505266594844039901e+03
1.125375125041680580e+00 2.506837977522346591e+03
1.126375458486162051e+00 2.508408461643500686e+03
1.127375791930643523e+00 2.509978047902903199e+03
1.128376125375124994e+00 2.511546736995499487e+03
1.129376458819606688e+00 2.513114529615782885e+03
1.130376792264088159e+00 2.514681426457795169e+03
1.131377125708569631e+00 2.516247428215123819e+03
1.132377459153051102e+00 2.517812535580900658e+03
1.133377792597532574e+00 2.519376749247805947e+03
1.134378126042014046e+00 2.520940069908063833e+03
1.135378459486495517e+00 2.522502498253442354e+03
1.136378792930976989e+00 2.524064034975255709e+03
1.137379126375458460e+00 2.525624680764362438e+03
1.138379459819939932e+00 2.527184436311162244e+03
1.139379793264421625e+00 2.528743302305600992e+03
1.140380126708903097e+00 2.530301279437164794e+03
1.141380460153384568e+00 2.531858368394885019e+03
1.142380793597866040e+00 2.533414569867334649e+03
1.143381127042347511e+00 2.534969884542625550e+03
1.144381460486828983e+00 2.536524313108414390e+03
1.145381793931310455e+00 2.538077856251898538e+03
1.146382127375791926e+00 2.539630514659814253e+03
1.147382460820273398e+00 2.541182289018439405e+03
1.148382794264754869e+00 2.542733180013592118e+03
1.149383127709236563e+00 2.544283188330629855e+03
1.150383461153718034e+00 2.545832314654449419e+03
1.151383794598199506e+00 2.547380559669485137e+03
1.152384128042680977e+00 2.548927924059712950e+03
1.153384461487162449e+00 2.550474408508644956e+03
1.154384794931643921e+00 2.552020013699332139e+03
1.155385128376125392e+00 2.553564740314360733e+03
1.156385461820606864e+00 2.555108589035858586e+03
1.157385795265088335e+00 2.556651560545488792e+03
1.158386128709569807e+00 2.558193655524447877e+03
1.159386462154051500e+00 2.559734874653473071e+03
1.160386795598532972e+00 2.561275218612835943e+03
1.161387129043014443e+00 2.562814688082343309e+03
1.162387462487495915e+00 2.564353283741338146e+03
